ForecastId,ConfirmedCases,Fatalities
6617,691.06,19.42
6618,695.3,21.74
6619,704.77,19.5
6620,705.1,19.52
6621,705.1,19.63
6622,698.48,19.71
6623,332.61,0.05
6624,403.68,0.26
6625,432.58,3.98
6626,527.0,0.93
6627,643.82,2.78
6628,712.81,1.23
6629,820.4,1.11
6630,891.47,1.03
6631,977.93,1.26
6632,1065.4,1.86
6633,1077.86,4.59
6634,1271.71,3.02
6635,1379.12,3.13
6636,1404.35,3.1
6637,1491.3,3.3
6638,1596.18,5.39
6639,1634.34,6.12
6640,1870.51,6.52
6641,1997.19,9.43
6642,2049.23,11.04
6643,2184.87,12.62
6644,2356.46,13.42
6645,2486.96,14.52
6646,2685.42,15.98
6647,2685.42,15.79
6648,2537.8,14.33
6649,2539.5,14.46
6650,2558.02,14.76
6651,2598.33,15.1
6652,1984.9,8.51
6653,2007.19,8.7
6654,2007.94,10.85
6655,1922.79,8.12
6656,1934.38,8.26
6657,1939.77,8.39
6658,1965.9,8.52
6659,2026.56,8.57
6660,2059.67,8.76
6661,2075.32,11.03
6662,2005.5,8.4
6663,2015.6,8.61
6664,2041.1,8.92
6665,2089.32,9.16
6666,131.24,0.1
6667,139.05,0.71
6668,152.69,0.7
6669,163.81,1.07
6670,244.74,1.58
6671,260.17,3.28
6672,285.36,3.34
6673,285.9,3.13
6674,349.5,3.47
6675,352.02,4.33
6676,360.59,4.74
6677,407.02,4.8
6678,454.03,4.76
6679,461.23,4.74
6680,445.84,4.74
6681,466.64,5.32
6682,456.44,4.88
6683,517.44,5.15
6684,570.96,7.14
6685,585.44,7.49
6686,628.73,8.06
6687,684.73,7.94
6688,691.18,7.81
6689,886.42,7.37
6690,886.42,7.34
6691,903.13,7.85
6692,904.45,7.86
6693,906.39,7.9
6694,900.89,7.89
6695,589.31,6.35
6696,583.63,6.13
6697,584.01,6.14
6698,593.02,6.42
6699,594.29,6.41
6700,592.57,6.47
6701,588.1,6.51
6702,594.07,6.39
6703,602.7,6.17
6704,630.69,6.33
6705,638.97,6.73
6706,643.56,6.76
6707,647.28,6.82
6708,653.06,6.8
6709,38.03,0.03
6710,20.5,0.23
6711,29.41,0.17
6712,17.74,0.22
6713,46.3,0.11
6714,23.91,0.16
6715,25.93,0.16
6716,15.72,0.02
6717,25.94,0.0
6718,20.86,0.0
6719,21.92,0.2
6720,22.9,0.25
6721,29.38,0.2
6722,29.68,0.15
6723,19.0,0.3
6724,25.63,0.71
6725,23.91,0.29
6726,19.0,0.57
6727,33.42,2.65
6728,29.42,2.69
6729,53.53,2.81
6730,43.48,1.48
6731,38.04,1.2
6732,163.27,1.41
6733,163.27,1.43
6734,191.68,1.84
6735,191.68,1.85
6736,191.68,1.8
6737,169.39,1.53
6738,51.93,1.04
6739,51.89,0.97
6740,51.86,1.12
6741,55.96,1.39
6742,56.06,1.34
6743,52.11,1.39
6744,52.46,1.12
6745,52.89,1.04
6746,53.07,0.97
6747,53.17,1.12
6748,57.88,1.44
6749,58.43,1.39
6750,54.45,1.44
6751,54.47,1.17
6752,441.21,0.29
6753,471.25,0.89
6754,491.52,0.83
6755,520.0,1.51
6756,533.31,1.65
6757,548.66,1.98
6758,577.75,2.15
6759,586.64,2.74
6760,606.28,2.86
6761,626.06,3.33
6762,642.93,4.51
6763,650.23,4.86
6764,654.04,4.99
6765,663.99,4.93
6766,672.16,5.02
6767,680.39,5.02
6768,679.08,4.57
6769,719.22,4.73
6770,729.81,6.67
6771,739.87,8.59
6772,748.13,10.1
6773,763.59,10.02
6774,760.68,10.05
6775,791.73,8.36
6776,798.6,8.35
6777,793.4,8.7
6778,793.58,8.8
6779,796.62,9.16
6780,806.33,9.13
6781,657.02,6.04
6782,651.63,5.81
6783,660.68,5.91
6784,653.42,5.79
6785,655.37,5.89
6786,658.15,6.07
6787,660.02,6.19
6788,665.95,6.13
6789,662.52,5.91
6790,673.72,6.07
6791,676.08,6.07
6792,690.0,6.43
6793,696.79,6.64
6794,698.36,6.74
6795,456.27,11.7
6796,495.42,14.8
6797,513.9,15.54
6798,528.68,16.89
6799,538.25,18.08
6800,548.28,18.67
6801,576.48,18.87
6802,584.25,19.08
6803,603.12,19.71
6804,619.98,19.89
6805,634.01,19.66
6806,636.84,20.27
6807,644.06,20.65
6808,657.15,20.83
6809,663.53,20.68
6810,669.69,20.84
6811,663.63,20.66
6812,679.96,20.66
6813,682.2,20.9
6814,682.74,21.11
6815,684.58,21.55
6816,701.63,21.44
6817,700.72,21.16
6818,743.99,19.52
6819,750.61,19.51
6820,748.84,19.66
6821,748.93,19.66
6822,749.08,19.68
6823,756.95,19.68
6824,632.34,19.33
6825,627.07,19.15
6826,635.57,19.0
6827,630.65,19.29
6828,631.95,19.29
6829,633.92,19.32
6830,635.16,19.32
6831,640.98,19.34
6832,637.19,19.16
6833,647.78,19.09
6834,649.26,19.42
6835,659.53,19.46
6836,663.12,19.64
6837,664.17,19.96
6838,25.02,0.99
6839,17.69,1.79
6840,27.41,3.63
6841,20.33,2.92
6842,32.75,4.02
6843,28.19,3.68
6844,29.33,3.84
6845,32.63,4.0
6846,37.48,4.68
6847,44.73,4.95
6848,47.02,5.02
6849,51.14,5.82
6850,56.76,5.94
6851,57.77,5.93
6852,58.86,5.93
6853,61.7,6.66
6854,70.62,7.65
6855,91.53,8.04
6856,93.56,8.09
6857,98.22,8.26
6858,99.96,8.28
6859,109.17,8.31
6860,111.39,8.53
6861,176.4,10.51
6862,182.94,10.64
6863,174.91,10.29
6864,174.97,10.29
6865,174.97,10.29
6866,181.93,10.29
6867,112.51,6.95
6868,111.93,6.99
6869,118.57,6.98
6870,111.13,6.91
6871,111.26,6.91
6872,111.3,6.91
6873,111.31,6.92
6874,117.09,7.02
6875,117.24,7.14
6876,124.24,7.31
6877,118.64,7.36
6878,119.77,7.38
6879,120.59,7.58
6880,122.76,7.61
6881,15.4,0.67
6882,11.02,0.98
6883,20.98,1.29
6884,22.71,1.18
6885,18.94,1.44
6886,24.29,1.59
6887,26.44,1.23
6888,28.58,1.09
6889,30.32,1.04
6890,32.94,1.0
6891,30.62,1.08
6892,35.32,1.0
6893,43.29,1.0
6894,47.98,1.0
6895,48.93,1.0
6896,49.21,1.0
6897,48.92,1.0
6898,52.52,1.07
6899,53.03,1.0
6900,54.22,1.01
6901,59.98,1.16
6902,69.69,1.39
6903,63.43,2.17
6904,101.5,5.16
6905,102.02,5.16
6906,101.68,5.12
6907,102.01,5.12
6908,102.55,5.12
6909,109.84,5.12
6910,85.33,3.53
6911,84.81,3.53
6912,85.39,3.57
6913,85.25,3.55
6914,85.66,3.55
6915,85.79,3.55
6916,85.59,3.55
6917,88.0,3.55
6918,87.79,3.55
6919,88.78,3.59
6920,90.2,3.55
6921,91.04,3.55
6922,91.24,3.55
6923,92.3,3.55
6924,95.75,0.17
6925,74.57,0.41
6926,80.28,1.75
6927,90.98,1.19
6928,83.41,1.39
6929,85.14,1.48
6930,77.54,1.12
6931,77.15,1.0
6932,77.71,1.0
6933,87.47,1.0
6934,87.12,1.44
6935,77.89,1.0
6936,78.94,1.0
6937,78.98,1.0
6938,78.98,1.0
6939,79.06,1.0
6940,79.14,1.0
6941,80.7,1.34
6942,80.88,1.0
6943,80.92,1.01
6944,80.92,1.01
6945,116.98,1.18
6946,80.94,1.54
6947,115.8,4.13
6948,116.52,4.13
6949,116.53,4.15
6950,116.53,4.15
6951,116.53,4.15
6952,152.57,4.15
6953,114.29,2.97
6954,113.76,2.97
6955,114.52,3.19
6956,114.61,2.99
6957,114.63,2.99
6958,114.63,2.99
6959,114.71,2.99
6960,114.61,2.99
6961,114.15,2.99
6962,115.03,3.21
6963,115.08,2.99
6964,115.08,2.99
6965,115.4,2.99
6966,115.96,2.99
6967,755.76,10.11
6968,714.54,10.4
6969,783.17,11.05
6970,780.02,12.57
6971,843.28,15.73
6972,886.12,15.47
6973,917.13,16.09
6974,965.3,17.75
6975,985.5,20.97
6976,1015.8,22.69
6977,1046.38,23.14
6978,1059.25,25.03
6979,1070.15,26.33
6980,1093.69,30.02
6981,1120.08,31.48
6982,1151.18,32.59
6983,1198.41,32.62
6984,1254.87,33.61
6985,1293.18,34.79
6986,1291.41,34.79
6987,1289.91,34.32
6988,1298.43,34.57
6989,1250.38,31.98
6990,1158.45,33.34
6991,1161.84,33.08
6992,1204.04,33.53
6993,1202.27,33.53
6994,1202.27,33.42
6995,1199.74,33.42
6996,1022.2,28.68
6997,1018.29,28.72
6998,1019.6,28.65
6999,1029.42,28.72
7000,1032.4,28.78
7001,1036.18,28.56
7002,1036.44,28.61
7003,1047.54,28.75
7004,1055.46,28.97
7005,1071.6,29.35
7006,1090.48,29.72
7007,1105.74,29.74
7008,1109.67,29.7
7009,1114.5,30.45
7010,2358.62,29.61
7011,2421.95,28.84
7012,2575.83,29.41
7013,2582.84,31.14
7014,2772.08,39.25
7015,2936.81,43.6
7016,3002.45,46.55
7017,3077.98,50.73
7018,3177.1,54.79
7019,3257.18,60.73
7020,3274.04,64.29
7021,3298.56,68.14
7022,3316.87,67.8
7023,3360.94,68.75
7024,3424.28,69.31
7025,3466.13,71.14
7026,3482.64,72.03
7027,3511.34,72.05
7028,3568.97,75.19
7029,3605.47,77.09
7030,3604.2,79.29
7031,3617.71,81.65
7032,3557.14,78.72
7033,3507.72,79.01
7034,3508.44,78.18
7035,3563.31,77.81
7036,3564.51,77.81
7037,3568.1,77.91
7038,3571.67,78.43
7039,3241.25,66.08
7040,3206.08,65.97
7041,3207.5,65.95
7042,3239.49,64.9
7043,3241.51,64.98
7044,3255.24,65.21
7045,3263.09,66.14
7046,3275.95,66.57
7047,3240.23,66.89
7048,3275.09,67.3
7049,3352.23,70.02
7050,3355.29,71.99
7051,3357.23,73.45
7052,3365.16,73.68
7053,164.31,4.05
7054,81.58,4.24
7055,67.67,3.64
7056,10.79,3.14
7057,45.16,4.95
7058,80.09,3.77
7059,18.5,1.91
7060,10.68,1.84
7061,41.14,1.9
7062,9.0,2.0
7063,55.74,3.28
7064,10.94,1.98
7065,9.0,2.0
7066,9.0,2.0
7067,9.07,2.67
7068,10.24,1.98
7069,10.19,1.94
7070,63.6,2.69
7071,12.21,2.0
7072,10.12,2.0
7073,46.57,2.02
7074,10.12,1.98
7075,10.13,1.98
7076,198.49,4.5
7077,253.01,4.5
7078,239.28,4.5
7079,237.19,4.5
7080,237.19,4.5
7081,200.74,4.5
7082,87.43,2.76
7083,87.43,2.76
7084,141.95,3.4
7085,89.52,2.75
7086,87.43,2.75
7087,87.43,2.75
7088,87.43,2.79
7089,87.43,2.8
7090,87.43,2.8
7091,141.95,3.44
7092,89.52,2.81
7093,87.43,2.79
7094,87.43,2.79
7095,87.43,2.79
7096,181.05,1.47
7097,74.46,1.85
7098,66.48,0.49
7099,68.6,1.42
7100,75.26,0.87
7101,112.67,0.15
7102,85.42,0.19
7103,90.57,0.06
7104,121.46,0.09
7105,89.32,0.19
7106,140.05,1.49
7107,102.44,0.18
7108,105.49,0.24
7109,106.67,0.24
7110,112.51,0.2
7111,113.32,0.14
7112,114.76,0.08
7113,165.38,0.89
7114,118.58,0.14
7115,118.45,0.12
7116,151.87,0.2
7117,115.55,0.34
7118,114.77,0.38
7119,107.76,2.18
7120,160.04,2.2
7121,145.85,2.16
7122,145.35,2.18
7123,145.51,2.18
7124,110.18,2.18
7125,99.69,1.15
7126,99.15,1.15
7127,151.5,1.81
7128,100.6,1.14
7129,99.41,1.14
7130,99.93,1.14
7131,100.3,1.14
7132,100.3,1.15
7133,99.96,1.14
7134,152.78,1.8
7135,102.86,1.15
7136,104.14,1.15
7137,104.38,1.15
7138,106.18,1.17
7139,213.73,2.25
7140,20.73,2.59
7141,9.42,0.94
7142,6.51,1.93
7143,9.31,1.09
7144,9.3,1.45
7145,7.94,2.31
7146,9.18,1.06
7147,9.05,1.14
7148,10.8,1.7
7149,58.23,2.59
7150,17.94,1.85
7151,15.7,1.99
7152,15.95,2.0
7153,16.22,2.0
7154,16.71,2.0
7155,17.96,1.98
7156,71.3,2.87
7157,19.95,2.01
7158,20.01,2.07
7159,78.06,2.71
7160,31.91,2.92
7161,33.98,2.98
7162,35.82,3.75
7163,90.12,3.74
7164,90.98,3.72
7165,90.41,3.74
7166,90.41,3.75
7167,36.7,3.75
7168,28.19,2.03
7169,28.12,2.04
7170,82.48,2.01
7171,28.68,1.99
7172,27.76,2.02
7173,27.8,2.02
7174,28.21,2.07
7175,28.4,2.11
7176,28.33,2.14
7177,82.81,2.14
7178,29.5,2.3
7179,28.6,2.33
7180,28.73,2.37
7181,29.32,2.43
7182,2978.13,47.76
7183,3292.9,48.05
7184,3331.96,44.41
7185,3493.46,55.08
7186,3589.26,53.83
7187,3913.44,62.22
7188,4040.53,63.77
7189,4211.97,65.4
7190,4281.87,69.18
7191,4481.74,72.58
7192,4649.0,74.25
7193,4797.69,77.37
7194,4932.41,81.08
7195,5048.32,82.88
7196,5155.45,83.84
7197,5229.38,85.57
7198,5288.95,87.32
7199,5347.99,87.81
7200,5402.66,89.34
7201,5445.91,89.24
7202,5478.32,92.0
7203,5475.04,93.45
7204,5476.45,92.44
7205,4967.03,83.49
7206,4965.73,82.55
7207,4998.97,82.56
7208,4998.97,82.56
7209,5003.42,82.8
7210,4965.78,83.28
7211,4333.01,76.09
7212,4326.96,76.22
7213,4356.05,75.62
7214,4331.75,75.47
7215,4348.78,75.62
7216,4367.76,75.78
7217,4433.64,76.11
7218,4431.58,76.25
7219,4466.01,76.47
7220,4552.97,76.42
7221,4597.78,77.16
7222,4704.5,77.49
7223,4777.5,77.93
7224,4908.67,81.18
7225,236.32,4.74
7226,53.14,3.27
7227,21.52,2.22
7228,62.41,4.98
7229,21.35,1.24
7230,59.21,2.1
7231,19.44,0.64
7232,19.06,0.0
7233,19.08,0.08
7234,21.67,0.07
7235,22.23,0.09
7236,20.31,0.0
7237,21.68,0.0
7238,24.31,0.0
7239,27.91,0.0
7240,31.34,0.0
7241,40.08,0.88
7242,47.78,1.78
7243,67.32,0.0
7244,80.8,0.0
7245,90.49,0.0
7246,108.42,1.37
7247,123.32,4.32
7248,172.61,4.4
7249,171.04,4.4
7250,160.6,4.39
7251,160.88,4.39
7252,160.97,4.39
7253,166.19,4.39
7254,101.35,3.75
7255,103.08,3.75
7256,103.4,3.75
7257,97.58,3.74
7258,98.0,3.74
7259,98.32,3.74
7260,100.2,3.74
7261,101.35,3.75
7262,103.08,3.75
7263,103.4,3.75
7264,99.16,3.74
7265,99.61,3.74
7266,99.93,3.74
7267,101.81,3.74
7268,70.74,3.09
7269,37.89,2.59
7270,40.87,2.57
7271,77.62,7.34
7272,53.14,3.99
7273,98.17,5.68
7274,62.7,5.5
7275,74.89,6.81
7276,83.42,7.09
7277,91.3,7.22
7278,103.66,8.52
7279,118.94,10.01
7280,134.12,11.8
7281,145.75,12.47
7282,163.41,12.68
7283,173.52,12.68
7284,200.29,13.05
7285,200.41,13.71
7286,232.76,13.76
7287,248.38,14.3
7288,250.9,14.85
7289,281.51,18.31
7290,283.33,18.34
7291,326.39,18.05
7292,322.89,17.93
7293,315.21,17.91
7294,315.21,17.91
7295,315.21,17.91
7296,320.8,18.04
7297,216.96,14.21
7298,223.89,14.11
7299,221.32,14.16
7300,221.08,14.15
7301,218.68,14.15
7302,218.83,14.15
7303,221.81,14.21
7304,218.66,14.21
7305,227.51,14.33
7306,225.81,14.38
7307,228.37,14.35
7308,229.3,14.41
7309,230.44,14.62
7310,238.67,15.48
7311,186.19,0.62
7312,189.6,0.26
7313,207.94,0.34
7314,244.86,5.0
7315,242.63,0.3
7316,274.22,0.79
7317,290.27,0.97
7318,337.35,1.62
7319,354.82,2.1
7320,365.68,2.62
7321,375.47,2.99
7322,381.73,2.99
7323,388.09,3.0
7324,399.89,3.0
7325,410.18,3.1
7326,417.75,3.1
7327,422.41,3.2
7328,425.15,4.03
7329,432.1,3.08
7330,433.44,3.11
7331,437.75,3.11
7332,441.44,3.87
7333,436.29,3.41
7334,444.1,4.09
7335,442.94,4.05
7336,436.34,4.07
7337,437.34,4.07
7338,437.77,4.07
7339,441.81,4.07
7340,370.32,2.83
7341,371.75,2.83
7342,372.45,2.9
7343,371.38,2.83
7344,372.03,2.83
7345,374.87,2.83
7346,377.1,2.83
7347,380.42,2.83
7348,398.12,3.13
7349,406.56,3.48
7350,407.39,3.61
7351,411.68,3.8
7352,412.89,3.86
7353,415.63,3.86
7354,59.3,1.2
7355,35.01,1.12
7356,28.24,0.96
7357,56.01,12.57
7358,8.38,1.11
7359,11.31,1.09
7360,6.13,1.06
7361,6.67,1.0
7362,13.75,1.02
7363,10.6,1.0
7364,14.4,1.08
7365,14.54,1.0
7366,10.86,1.0
7367,19.2,1.0
7368,15.1,1.0
7369,11.15,1.0
7370,11.19,1.02
7371,18.64,8.39
7372,23.91,1.1
7373,19.84,1.02
7374,31.93,1.02
7375,32.66,1.61
7376,26.69,1.09
7377,45.51,14.66
7378,48.72,21.15
7379,52.98,14.66
7380,53.1,14.66
7381,53.1,14.66
7382,51.76,14.66
7383,19.94,14.58
7384,19.95,14.58
7385,23.66,14.66
7386,27.95,14.66
7387,24.3,14.66
7388,24.3,14.66
7389,19.94,14.66
7390,19.94,14.58
7391,20.13,14.58
7392,23.92,14.66
7393,28.23,14.66
7394,24.58,14.66
7395,24.58,14.66
7396,20.22,14.66
7397,230.9,7.56
7398,192.16,6.68
7399,192.08,7.52
7400,233.34,17.81
7401,234.56,6.81
7402,262.73,6.95
7403,277.67,7.02
7404,301.95,7.14
7405,314.75,8.42
7406,317.69,8.82
7407,319.66,11.4
7408,323.04,8.98
7409,323.27,9.0
7410,323.72,9.0
7411,324.08,8.92
7412,324.28,9.0
7413,324.99,9.0
7414,327.11,16.13
7415,328.03,9.0
7416,328.19,9.0
7417,419.77,9.0
7418,332.43,9.12
7419,327.61,8.84
7420,591.37,47.71
7421,591.31,54.12
7422,594.19,47.71
7423,594.19,47.71
7424,594.24,47.71
7425,594.37,47.71
7426,559.14,34.12
7427,559.89,34.12
7428,560.48,36.78
7429,559.54,34.2
7430,559.54,34.2
7431,564.39,34.2
7432,569.66,34.2
7433,574.22,34.12
7434,587.04,34.14
7435,591.93,37.24
7436,592.34,34.84
7437,592.3,34.84
7438,593.32,34.88
7439,594.0,34.88
7440,1257.24,37.53
7441,1449.23,44.67
7442,1600.2,50.35
7443,1802.37,79.54
7444,1948.34,86.02
7445,2393.74,124.72
7446,2666.22,145.19
7447,3076.6,173.1
7448,3365.75,192.87
7449,3818.72,225.52
7450,4101.47,263.87
7451,4579.21,307.93
7452,4628.58,320.72
7453,5451.0,406.25
7454,5764.71,465.95
7455,6141.48,491.89
7456,6731.15,537.77
7457,7238.06,620.12
7458,8162.75,705.79
7459,8527.17,723.57
7460,9759.69,886.42
7461,10933.55,1015.9
7462,11533.2,1076.29
7463,12621.33,1230.49
7464,12621.33,1226.3
7465,11946.46,1152.91
7466,11946.46,1152.91
7467,11983.66,1167.0
7468,12071.39,1190.8
7469,8363.57,858.59
7470,8670.11,868.63
7471,8673.06,869.03
7472,8238.09,841.38
7473,8238.09,841.38
7474,8315.33,847.93
7475,8371.18,852.17
7476,8436.44,858.59
7477,8767.64,869.32
7478,8782.86,870.64
7479,8471.32,846.02
7480,8538.33,849.69
7481,8631.85,858.19
7482,8674.13,864.33
7483,936.26,21.54
7484,1074.8,24.46
7485,1134.06,25.37
7486,1194.67,38.25
7487,997.43,21.91
7488,1155.0,29.37
7489,1252.47,29.53
7490,1314.1,28.47
7491,1434.7,28.94
7492,1537.91,29.8
7493,1654.53,31.08
7494,1780.41,35.71
7495,1906.35,39.53
7496,2032.57,45.11
7497,2169.92,55.17
7498,2295.02,55.32
7499,2376.02,57.15
7500,2508.07,70.42
7501,2630.36,68.82
7502,2720.8,70.15
7503,3035.08,74.24
7504,3447.93,99.06
7505,3902.73,121.03
7506,4745.61,182.01
7507,4737.29,188.3
7508,4638.84,178.3
7509,4638.84,178.3
7510,4638.84,178.5
7511,4641.8,179.14
7512,3239.51,139.48
7513,3302.15,142.17
7514,3306.27,142.14
7515,3204.64,139.06
7516,3204.64,139.06
7517,3214.36,139.23
7518,3228.75,139.64
7519,3249.07,139.59
7520,3323.91,142.28
7521,3347.92,142.29
7522,3270.64,139.2
7523,3293.78,139.21
7524,3315.03,140.12
7525,3376.25,141.53
7526,78.58,1.66
7527,86.08,2.02
7528,92.02,1.17
7529,79.86,2.45
7530,94.25,2.14
7531,90.34,3.76
7532,80.75,2.66
7533,82.66,1.28
7534,102.73,0.99
7535,93.11,1.0
7536,94.13,1.3
7537,92.99,1.16
7538,92.99,1.71
7539,93.0,3.42
7540,93.06,2.82
7541,92.67,2.94
7542,93.24,2.94
7543,93.94,3.58
7544,93.98,3.01
7545,93.38,3.02
7546,267.4,3.88
7547,206.83,4.47
7548,212.38,15.16
7549,696.31,5.47
7550,696.31,6.09
7551,703.08,5.46
7552,703.08,5.46
7553,703.08,5.46
7554,703.08,5.47
7555,551.42,14.01
7556,546.35,14.01
7557,546.39,14.95
7558,552.44,14.02
7559,553.16,14.02
7560,553.35,14.74
7561,555.05,14.02
7562,552.98,14.01
7563,549.08,14.01
7564,551.64,14.95
7565,557.9,14.02
7566,558.21,14.02
7567,558.31,14.74
7568,559.79,14.1
7569,30.15,0.53
7570,25.79,0.75
7571,19.39,0.16
7572,15.3,0.08
7573,17.79,0.4
7574,30.2,1.19
7575,17.66,0.09
7576,16.26,0.04
7577,16.31,0.0
7578,19.54,0.0
7579,19.04,0.31
7580,18.74,0.0
7581,21.01,0.04
7582,28.94,0.03
7583,30.49,0.06
7584,31.05,0.0
7585,31.16,0.0
7586,33.05,0.0
7587,33.45,0.03
7588,33.86,0.03
7589,43.3,0.05
7590,72.71,0.22
7591,77.81,1.71
7592,360.49,0.25
7593,360.49,0.25
7594,366.65,0.25
7595,366.65,0.25
7596,366.88,0.25
7597,366.97,0.25
7598,278.99,1.75
7599,274.62,1.75
7600,274.64,2.06
7601,281.41,1.75
7602,281.41,1.75
7603,281.69,1.8
7604,281.67,1.75
7605,279.04,1.75
7606,274.85,1.75
7607,274.9,2.06
7608,281.85,1.75
7609,281.85,1.75
7610,282.12,1.8
7611,283.14,1.75
7612,163.78,2.48
7613,181.81,2.87
7614,195.15,1.94
7615,207.28,1.93
7616,224.69,2.29
7617,267.87,3.12
7618,245.95,2.07
7619,245.75,2.11
7620,250.88,2.19
7621,263.08,2.25
7622,267.51,3.11
7623,275.52,3.01
7624,282.2,3.67
7625,287.72,3.88
7626,301.01,4.14
7627,301.08,4.76
7628,300.5,4.87
7629,304.27,4.84
7630,311.93,5.0
7631,312.79,5.0
7632,311.77,4.95
7633,335.82,7.93
7634,366.5,9.19
7635,487.41,8.73
7636,487.46,8.73
7637,497.26,8.74
7638,497.32,8.74
7639,497.75,8.74
7640,497.94,8.74
7641,404.39,8.18
7642,398.22,8.15
7643,398.22,8.45
7644,407.62,8.18
7645,408.16,8.18
7646,410.32,8.19
7647,412.45,8.17
7648,409.11,8.18
7649,402.74,8.16
7650,409.04,8.49
7651,422.58,8.22
7652,423.61,8.29
7653,425.04,8.3
7654,427.18,8.59
7655,683.14,40.76
7656,771.09,42.06
7657,814.6,41.13
7658,968.37,58.83
7659,1055.19,65.11
7660,1212.68,82.69
7661,1259.13,89.08
7662,1407.67,99.5
7663,1418.03,105.65
7664,1535.22,109.73
7665,1646.55,114.08
7666,1775.26,123.5
7667,1891.65,126.08
7668,1991.56,126.59
7669,2127.73,126.65
7670,2546.08,134.06
7671,2639.85,136.82
7672,2798.98,138.77
7673,3047.85,143.76
7674,3168.4,144.85
7675,3343.58,148.6
7676,3532.04,153.86
7677,3642.48,156.63
7678,3638.45,151.37
7679,3629.73,149.46
7680,3546.11,149.14
7681,3547.74,149.14
7682,3562.44,149.24
7683,3582.03,150.2
7684,2482.98,129.67
7685,2511.89,129.2
7686,2518.98,128.06
7687,2473.83,128.62
7688,2515.59,128.47
7689,2531.89,128.48
7690,2537.71,128.94
7691,2530.57,129.67
7692,2594.51,129.41
7693,2607.81,129.84
7694,2577.98,131.38
7695,2610.58,132.86
7696,2647.83,135.68
7697,2663.9,137.17
7698,31.17,2.2
7699,18.07,0.96
7700,12.23,0.0
7701,10.69,3.06
7702,11.08,0.7
7703,35.27,0.0
7704,16.21,0.02
7705,17.11,0.0
7706,19.12,0.0
7707,19.62,0.0
7708,20.31,1.22
7709,20.46,0.0
7710,20.28,1.26
7711,22.85,2.54
7712,27.07,0.0
7713,31.59,0.0
7714,33.9,0.0
7715,37.01,0.0
7716,38.92,0.0
7717,39.66,0.0
7718,75.57,1.49
7719,44.38,0.0
7720,82.13,1.58
7721,362.71,3.18
7722,362.46,1.59
7723,360.01,3.18
7724,360.01,3.18
7725,360.03,3.18
7726,359.98,3.18
7727,147.74,1.58
7728,150.82,1.58
7729,150.94,1.62
7730,148.74,1.58
7731,148.63,1.58
7732,148.7,3.07
7733,148.45,1.58
7734,148.35,1.58
7735,151.67,1.58
7736,152.01,1.62
7737,150.02,1.58
7738,149.94,1.58
7739,150.02,3.07
7740,149.61,1.58
7741,20.33,0.44
7742,13.88,0.0
7743,15.86,0.0
7744,15.4,0.26
7745,15.73,0.0
7746,15.26,0.0
7747,15.85,0.0
7748,15.77,0.0
7749,16.1,0.0
7750,15.96,0.0
7751,16.18,0.04
7752,16.09,0.0
7753,16.16,0.0
7754,16.1,0.0
7755,16.45,0.0
7756,18.41,0.0
7757,19.21,0.0
7758,18.69,0.0
7759,24.31,0.0
7760,24.6,0.0
7761,25.24,0.0
7762,23.71,0.0
7763,23.1,0.0
7764,66.62,0.0
7765,66.47,0.0
7766,67.45,0.0
7767,67.45,0.0
7768,67.47,0.0
7769,67.1,0.0
7770,21.49,0.0
7771,21.8,0.0
7772,21.78,0.04
7773,23.33,0.0
7774,23.34,0.0
7775,23.38,0.0
7776,22.2,0.0
7777,21.59,0.0
7778,21.92,0.0
7779,21.98,0.04
7780,23.42,0.0
7781,23.4,0.0
7782,23.42,0.0
7783,22.26,0.0
7784,153.56,0.44
7785,7.11,0.0
7786,9.59,16.51
7787,8.94,0.26
7788,9.6,0.0
7789,9.23,0.0
7790,9.68,0.0
7791,9.88,0.0
7792,240.72,0.0
7793,9.84,0.0
7794,11.58,0.04
7795,14.17,0.0
7796,15.53,0.0
7797,16.17,0.0
7798,19.44,0.0
7799,27.21,0.0
7800,29.43,0.0
7801,31.13,0.0
7802,39.57,0.01
7803,42.59,0.0
7804,44.25,0.0
7805,45.77,0.0
7806,44.78,0.0
7807,85.04,0.0
7808,84.83,0.0
7809,85.65,0.0
7810,85.65,0.0
7811,85.65,0.0
7812,85.78,0.0
7813,31.42,0.0
7814,30.69,0.0
7815,30.47,0.04
7816,31.81,0.01
7817,31.87,0.0
7818,31.95,0.0
7819,31.78,0.0
7820,31.55,0.0
7821,30.82,0.0
7822,30.59,0.04
7823,32.34,0.01
7824,32.59,0.0
7825,32.97,0.0
7826,32.96,0.0
7827,188.92,0.04
7828,61.67,0.01
7829,63.31,0.02
7830,63.53,0.0
7831,257.7,0.0
7832,269.12,0.01
7833,76.73,0.01
7834,81.35,0.01
7835,84.51,0.0
7836,89.73,0.0
7837,91.12,0.01
7838,92.03,0.07
7839,92.29,0.28
7840,92.98,0.76
7841,94.58,1.73
7842,95.65,1.91
7843,96.09,1.92
7844,96.67,1.9
7845,96.98,1.94
7846,97.02,1.92
7847,97.8,1.91
7848,98.96,1.99
7849,98.99,1.98
7850,97.25,1.88
7851,97.25,1.86
7852,97.14,1.86
7853,97.14,1.86
7854,97.14,1.85
7855,97.2,1.89
7856,85.16,1.03
7857,85.0,1.02
7858,85.0,0.98
7859,85.18,1.0
7860,85.3,0.98
